id,nombre,latitud,longitud,prioridad,ventana_inicio,ventana_fin,pedido,distrito
1146,Mercado de Chorrillos Plus,-12.0345,-77.1175,4,18:00,23:00,153.26,Carmen de la Legua
1147,Restaurante Maido Terciario,-11.8233,-77.0952,2,13:00,17:00,269.53,Villa María del Triunfo
1148,Farmacia Mifarma Secundario,-12.0726,-77.1664,5,17:00,23:00,123.83,La Punta
1149,Parque de la Media Luna Premium,-12.0828,-77.1602,4,17:00,23:00,55.13,Santa Rosa
1150,Universidad Ricardo Palma Este,-11.9008,-77.0454,3,07:00,19:00,140.74,Carabayllo
1151,Mercado de Miraflores Plus,-12.1454,-77.0113,2,16:00,22:00,233.26,Barranco
1152,Centro Comercial Plaza Lima Sur Plus,-11.9096,-76.8622,1,13:00,17:00,493.51,Chaclacayo
1153,Mercado de Surquillo Plus,-11.8321,-76.8528,4,07:00,11:00,140.9,Lurigancho
1154,Mercado de Magdalena Plus,-12.0097,-77.1572,1,07:00,15:00,471.46,Santa Rosa
1155,Farmacia San Pablo Plus,-11.9773,-76.8849,4,18:00,23:00,180.96,Chosica
1156,Plaza Grau 1,-12.1234,-76.8149,4,08:00,10:00,107.85,San Juan de Lurigancho
1157,Restaurante Rafael 3,-12.0622,-77.0436,3,06:00,12:00,146.47,Chosica
1158,Plaza Mayor de Lima 1,-12.3941,-76.8101,5,16:00,23:00,128.45,Chosica
1159,Hospital Nacional Dos de Mayo Express,-11.9936,-77.0504,4,06:00,12:00,145.54,San Martín de Porres
1160,Hotel Sonesta Plus,-12.0767,-77.051,4,20:00,22:00,68.36,Pueblo Libre
1161,Hospital Edgardo Rebagliati Terciario,-11.8102,-76.9113,3,09:00,13:00,161.78,Lurín
1162,Plaza Francia Premium,-12.0999,-77.0316,4,08:00,10:00,52.27,San Isidro
1163,Restaurante Osaka Express,-11.7441,-77.1447,2,13:00,19:00,225.83,Ancón
1164,Hospital Nacional Dos de Mayo Plus,-11.9168,-77.1532,4,12:00,20:00,81.0,Mi Perú
1165,Hotel JW Marriott Plus,-11.9419,-77.0481,3,13:00,23:00,286.77,Comas
1166,Parque de la Reserva Principal,-12.0777,-77.0313,3,16:00,22:00,204.66,La Victoria
1167,Centro Comercial Plaza Norte Express,-12.0611,-76.8248,3,11:00,15:00,110.29,Chaclacayo
1168,Universidad del Pacífico Plus,-11.9535,-77.0509,3,15:00,23:00,128.2,Comas
1169,Farmacia Mifarma Principal,-12.3717,-76.9507,5,12:00,16:00,76.79,San Juan de Lurigancho
1170,Restaurante El Chinito Norte,-12.0617,-77.1368,4,13:00,16:00,68.7,Bellavista
1171,Farmacia Cruz Verde Plus,-12.1165,-77.0234,2,15:00,21:00,217.18,Miraflores
1172,Universidad Privada del Norte - El Agustino,-12.1309,-77.0219,4,16:00,20:00,183.15,Barranco
1173,Clínica Internacional Este,-12.4152,-76.9592,4,06:00,18:00,70.3,Villa María del Triunfo
1174,Plaza Vea Plus,-11.9747,-77.0764,5,12:00,18:00,81.55,Los Olivos
1175,Parque de la Reserva Express,-11.9035,-77.0467,1,13:00,23:00,407.59,Carabayllo
1176,Plaza San Martín Premium,-12.0628,-77.0648,1,16:00,23:00,332.66,Pueblo Libre
1177,Parque de la Media Luna - San Miguel,-12.0736,-77.0204,4,08:00,16:00,53.48,La Victoria
1178,Universidad San Martín - Lurigancho,-12.0738,-76.9991,3,20:00,23:00,145.53,San Borja
1179,Restaurante Amaz 1,-12.075,-76.9534,5,16:00,20:00,140.19,La Molina
1180,Parque El Olivar Norte,-11.947,-77.0572,3,15:00,21:00,136.77,Comas
1181,Tottus Express,-12.1009,-77.0441,5,09:00,11:00,139.88,San Isidro
1182,Restaurante La Mar Plus,-11.8322,-77.1424,2,14:00,23:00,391.03,Pachacámac
1183,Parque de la Exposición Norte,-11.8962,-77.0549,3,07:00,09:00,267.73,Carabayllo
1184,Santa Isabel Oeste,-12.0657,-77.0524,3,12:00,15:00,265.64,Jesús María
1185,Supermercado El Ahorro Express,-12.1117,-77.0204,4,15:00,21:00,181.77,Miraflores
1186,Hotel Radisson - Santa Rosa,-12.0442,-76.9533,3,20:00,23:00,297.06,Ate
1187,Farmacia El Ahorro Oeste,-11.8958,-77.143,3,18:00,23:00,111.76,San Juan de Miraflores
1188,Hotel Sonesta - San Luis,-12.0633,-77.0683,2,16:00,18:00,396.44,Chosica
1189,Hotel Belmond Premium,-12.0467,-76.9513,4,09:00,13:00,106.36,Ate
1190,Restaurante La Mar Premium,-12.2206,-77.0175,3,16:00,20:00,201.95,San Juan de Miraflores
1191,Restaurante La Picantería - Surco,-12.0407,-77.102,3,20:00,23:00,216.07,Lurín
1192,Hotel Hilton Premium,-11.9918,-77.0201,1,11:00,23:00,267.32,Independencia
1193,Hotel Marriott Este,-12.0521,-76.9589,1,16:00,18:00,405.66,Ate
1194,Farmacia San Pablo Este,-12.1399,-77.0162,3,11:00,19:00,113.81,Barranco
1195,Clínica Internacional Plus,-12.0506,-77.0425,1,11:00,13:00,297.32,Jesús María
1196,Hospital María Auxiliadora Oeste,-12.0883,-77.0027,4,07:00,10:00,54.22,San Borja
1197,Plaza Dos de Mayo Principal,-12.0255,-77.0288,3,11:00,15:00,226.39,Rímac
1198,Mercado de Magdalena Premium,-12.0913,-77.0145,3,10:00,12:00,100.77,San Luis
1199,Farmacia El Súper Terciario,-12.0346,-77.1299,3,13:00,15:00,132.61,Carmen de la Legua
1200,Parque de la Reserva Plus,-12.0728,-76.9943,1,15:00,19:00,494.74,San Borja
1201,Clínica Internacional 4,-12.1093,-77.0402,1,11:00,14:00,342.74,San Isidro
1202,Centro Comercial Plaza Bellavista Oeste,-12.0491,-77.1117,3,20:00,23:00,215.78,Carmen de la Legua
1203,Centro Comercial Plaza Lima Sur Express,-11.8783,-77.1009,3,17:00,19:00,181.67,Villa María del Triunfo
1204,Parque de las Leyendas - Chorrillos,-11.944,-77.0412,1,18:00,23:00,306.48,Comas
1205,Centro Comercial Plaza San Miguel 2,-12.07,-77.0418,5,12:00,18:00,98.25,Lince
1206,Parque de la Media Luna Express,-12.0599,-77.1342,3,07:00,10:00,123.14,Bellavista
1207,Clínica Internacional Premium,-11.7516,-77.1585,5,14:00,18:00,147.05,Ancón
1208,Plaza de la Democracia Plus,-12.0009,-77.139,1,10:00,16:00,324.07,Mi Perú
1209,Hotel Radisson - San Martín de Porres,-12.0626,-77.0739,1,17:00,21:00,200.11,San Miguel
1210,Plaza de la Bandera - Rímac,-12.0651,-77.1374,1,19:00,23:00,308.27,Bellavista
1211,Hotel JW Marriott Principal,-11.9401,-77.0599,5,12:00,20:00,140.51,Comas
1212,Supermercado Metro Norte,-12.0675,-77.0424,3,17:00,20:00,251.88,Jesús María
1213,Clínica San Felipe 4,-12.0726,-76.9671,3,12:00,14:00,115.32,San Juan de Lurigancho
1214,Hospital Nacional Dos de Mayo Oeste,-12.0777,-77.0227,2,09:00,17:00,325.95,Pachacámac
1215,Hotel Wyndham - Rímac,-11.7405,-77.1411,4,14:00,17:00,143.56,Ancón
1216,Mercado de Miraflores 4,-12.0435,-76.9518,2,06:00,18:00,242.64,Ate
1217,Clínica Ricardo Palma - La Punta,-11.8943,-77.0543,3,09:00,12:00,152.56,Carabayllo
1218,Restaurante La Mar Terciario,-12.0513,-77.0443,3,10:00,16:00,201.31,Jesús María
1219,Hotel Sonesta Terciario,-12.0143,-76.9584,4,11:00,19:00,177.52,San Juan de Lurigancho
1220,Parque de la Reserva Principal,-12.4354,-76.8013,2,19:00,23:00,363.92,San Juan de Lurigancho
1221,Supermercado El Triunfo Plus,-12.0678,-77.1351,2,19:00,23:00,315.93,Bellavista
1222,Parque de la Media Luna Premium,-12.0603,-77.025,2,10:00,12:00,295.16,La Victoria
1223,Parque de la Pera 3,-12.1148,-77.0327,2,13:00,17:00,348.51,Miraflores
1224,Clínica Delgado Sur,-11.9924,-77.0543,3,11:00,13:00,288.5,San Martín de Porres
1225,Farmacia El Rey - Miraflores,-12.0705,-77.0205,3,10:00,18:00,218.35,La Victoria
1226,Plaza de la Revolución Terciario,-12.1887,-76.8068,1,06:00,09:00,286.17,San Juan de Lurigancho
1227,Hotel Sheraton Express,-12.1001,-76.8734,2,09:00,17:00,357.93,San Juan de Miraflores
1228,Restaurante Rafael 4,-11.8515,-76.8037,4,19:00,23:00,82.14,Pachacámac
1229,Universidad UPC Express,-12.1352,-77.0239,4,06:00,10:00,148.85,Barranco
1230,Farmacia El Rey 1,-11.9813,-77.0332,1,11:00,15:00,416.5,Independencia
1231,Mercado de San Isidro Plus,-12.3987,-77.0887,1,17:00,23:00,456.35,Santiago de Surco
1232,Mercado de Miraflores 4,-12.3986,-76.9829,2,14:00,18:00,388.86,Santiago de Surco
1233,Mercado de Miraflores Oeste,-12.3742,-76.8644,5,06:00,09:00,52.0,Santiago de Surco
1234,Plaza Dos de Mayo - El Agustino,-12.159,-76.997,3,11:00,15:00,112.18,Surco
1235,Clínica Internacional Express,-11.8529,-77.1092,4,18:00,21:00,144.65,Puente Piedra
1236,Universidad San Martín Premium,-12.0354,-77.1229,5,11:00,23:00,79.3,Carmen de la Legua
1237,Parque de la Media Luna - Ventanilla,-12.2891,-76.8272,2,15:00,17:00,335.8,Chorrillos
1238,Clínica Internacional Plus,-12.2464,-76.8373,2,10:00,13:00,274.0,San Juan de Lurigancho
1239,Universidad Ricardo Palma Norte,-12.2376,-77.0346,2,20:00,23:00,316.87,Lurigancho
1240,Hotel Radisson Premium,-12.1569,-76.9934,3,08:00,11:00,155.27,Surco
1241,Hotel Westin - Lurigancho,-12.3156,-77.1404,3,14:00,17:00,213.59,Villa María del Triunfo
1242,Plaza Francia - Carabayllo,-12.0706,-77.0614,2,12:00,23:00,375.74,Magdalena
1243,Plaza Grau Principal,-12.0241,-77.027,2,15:00,18:00,396.53,Rímac
1244,Mercado Central Oeste,-12.0617,-77.053,4,12:00,16:00,90.57,Pueblo Libre
1245,Parque de la Exposición Premium,-12.0461,-77.0414,1,13:00,17:00,465.07,Breña
1246,Universidad Ricardo Palma Secundario,-11.9905,-77.0289,2,08:00,10:00,175.72,Independencia
1247,Hospital Alberto Sabogal Express,-12.4639,-77.0846,4,20:00,23:00,182.01,Lurín
1248,Restaurante El Chinito - Surco,-12.0867,-77.0609,3,18:00,21:00,109.41,Magdalena
1249,Plaza Vea - Independencia,-12.0587,-77.0588,4,09:00,11:00,109.49,Jesús María
1250,Hotel Radisson Secundario,-12.0456,-76.9588,2,20:00,23:00,316.2,Ate
1251,Hotel Country Club Premium,-12.0887,-76.9402,1,16:00,23:00,454.87,La Molina
1252,Hospital Alberto Sabogal Express,-12.0813,-77.0103,1,18:00,21:00,476.01,San Luis
1253,Hotel Radisson - Mi Perú,-11.7503,-77.1424,2,12:00,16:00,370.51,Ancón
1254,Mercado de Barranco Principal,-12.0923,-77.0176,5,07:00,15:00,147.0,San Luis
1255,Centro Comercial Plaza Bellavista Secundario,-11.9065,-77.0483,3,18:00,22:00,130.47,Carabayllo
1256,Parque Reducto Oeste,-12.1928,-77.1303,3,10:00,12:00,137.51,Pachacámac
1257,Clínica San Felipe Plus,-11.7436,-77.1423,2,14:00,18:00,204.85,Ancón
1258,Mercado de San Isidro Plus,-12.0742,-76.9584,1,18:00,23:00,422.88,La Molina
1259,Mercado Central Norte,-12.0013,-77.043,3,15:00,18:00,169.44,San Martín de Porres
1260,Parque de la Pera Express,-12.048,-76.9589,1,15:00,23:00,280.88,Ate
1261,Supermercado El Súper 5,-11.7402,-77.1469,5,18:00,23:00,104.35,Ancón
1262,Centro Financiero Premium,-12.3097,-77.1686,2,09:00,12:00,190.9,Santa Rosa
1263,Restaurante Osaka 3,-12.0636,-77.0298,4,07:00,10:00,113.1,La Victoria
1264,Parque de la Amistad Premium,-12.1124,-77.0227,3,07:00,19:00,283.41,Miraflores
1265,Farmacia Boticas - Pueblo Libre,-12.051,-77.0464,2,19:00,23:00,314.23,Breña
1266,Centro Comercial Plaza Norte Secundario,-12.4887,-77.0098,3,15:00,17:00,224.83,San Juan de Lurigancho
1267,Farmacia San Pablo Express,-11.8615,-76.8589,4,16:00,20:00,179.13,Santiago de Surco
1268,Restaurante Maido Plus,-12.0321,-77.1111,2,11:00,17:00,243.46,Carmen de la Legua
1269,Farmacia Boticas - El Agustino,-11.9803,-77.0758,3,11:00,23:00,242.78,Los Olivos
1270,Supermercado Metro Express,-12.0681,-77.1296,5,16:00,22:00,97.82,Bellavista
1271,Hotel Marriott Premium,-11.8456,-77.1809,3,18:00,23:00,221.2,Santa Rosa
1272,Farmacia Cruz Verde - Surco,-11.847,-77.1694,3,13:00,16:00,245.63,Santa Rosa
1273,Plaza de la Revolución Secundario,-11.8556,-76.9875,3,16:00,19:00,232.85,San Juan de Miraflores
1274,Centro Comercial Plaza Bellavista Premium,-11.7525,-77.1578,5,16:00,22:00,32.81,Ancón
1275,Clínica Internacional Sur,-12.3852,-76.8574,3,06:00,14:00,169.65,Lurín
1276,Centro Comercial Real Plaza Express,-12.1935,-76.857,1,20:00,22:00,233.22,Villa El Salvador
1277,Tottus - Ate,-12.0306,-77.0596,5,06:00,12:00,128.98,Santiago de Surco
1278,Centro Comercial Plaza Bellavista 1,-12.0561,-77.153,1,19:00,23:00,386.69,Callao
1279,Plaza Bolognesi Secundario,-12.1514,-76.8477,3,19:00,23:00,261.04,Chaclacayo
1280,Hotel JW Marriott 5,-12.1078,-77.0338,4,11:00,17:00,59.77,San Isidro
1281,Hotel Wyndham Premium,-12.0691,-77.1614,1,11:00,19:00,352.12,La Punta
1282,Universidad ESAN Norte,-11.9722,-77.0775,1,06:00,12:00,362.83,Los Olivos
1283,Farmacia El Ahorro Plus,-11.9754,-77.0775,2,20:00,23:00,272.19,Los Olivos
1284,Universidad Católica Principal,-12.0623,-77.0556,1,09:00,21:00,494.2,Jesús María
1285,Clínica San Felipe - San Luis,-11.9076,-77.1909,4,18:00,21:00,131.11,Ventanilla
1286,Aeropuerto Jorge Chávez - San Borja,-11.8409,-76.8152,3,13:00,16:00,195.96,Chaclacayo
1287,Farmacia San Pablo Express,-12.1573,-76.9976,4,15:00,21:00,105.55,Surco
1288,Centro Comercial Open Plaza Plus,-12.0392,-77.021,4,07:00,13:00,131.29,Rímac
1289,Farmacia San Pablo Plus,-12.0974,-77.0382,3,15:00,21:00,243.15,San Isidro
1290,Hotel Marriott Principal,-11.9648,-77.1881,1,16:00,20:00,377.19,Santiago de Surco
1291,Restaurante Rafael - Independencia,-11.9069,-77.2031,2,19:00,23:00,220.51,Ventanilla
1292,Farmacia El Rey 4,-12.0885,-77.0626,2,06:00,18:00,255.93,Magdalena
1293,Universidad San Martín 5,-12.1046,-77.0446,4,08:00,10:00,145.06,San Isidro
1294,Restaurante Central Premium,-11.857,-77.0718,2,15:00,18:00,331.2,Villa El Salvador
1295,Mercado de Magdalena - San Borja,-12.036,-77.0142,3,11:00,14:00,208.93,Rímac
1296,Mercado de Magdalena Este,-12.1853,-77.0626,2,20:00,23:00,349.31,San Juan de Lurigancho
1297,Santa Isabel Premium,-12.4336,-77.1754,5,06:00,08:00,100.84,Chosica
1298,Centro Comercial Mall Aventura Express,-11.865,-77.0834,1,20:00,23:00,366.75,Villa El Salvador
1299,Parque de la Media Luna 5,-12.4693,-77.1262,2,06:00,10:00,322.33,Lurigancho
1300,Plaza de la Democracia - La Punta,-11.746,-77.1535,1,06:00,12:00,261.24,Ancón
1301,Farmacia El Rey Sur,-12.067,-77.0523,1,14:00,17:00,204.52,Jesús María
1302,Farmacia InkaFarma Plus,-12.0661,-77.0715,2,10:00,22:00,249.43,San Miguel
1303,Supermercado El Súper 5,-12.06,-77.0709,4,20:00,23:00,91.6,San Miguel
1304,Supermercado Metro Terciario,-11.9953,-77.0787,1,11:00,15:00,417.27,Chaclacayo
1305,Farmacia InkaFarma Premium,-12.065,-77.067,2,20:00,23:00,381.77,Pueblo Libre
1306,Estadio Nacional 2,-12.0565,-77.1522,1,18:00,23:00,393.05,Callao
1307,Farmacia Boticas Plus,-12.0673,-77.0523,2,08:00,11:00,168.42,Pueblo Libre
1308,Supermercado El Tigre Premium,-12.0558,-77.1447,2,07:00,13:00,345.73,Callao
1309,Universidad Ricardo Palma Premium,-11.9836,-76.8746,3,20:00,22:00,103.9,Villa El Salvador
1310,Farmacia El Ahorro Este,-12.4994,-76.9704,1,07:00,11:00,489.65,Villa María del Triunfo
1311,Farmacia Mifarma Este,-11.903,-77.0598,1,17:00,23:00,250.19,Carabayllo
1312,Farmacia El Súper Premium,-12.0603,-77.138,3,18:00,23:00,243.49,Bellavista
1313,Centro Comercial Real Plaza Principal,-11.9705,-77.0684,1,09:00,13:00,297.92,Los Olivos
1314,Clínica Ricardo Palma Express,-11.7542,-77.1555,3,10:00,16:00,132.71,Ancón
1315,Plaza Dos de Mayo Plus,-12.1401,-77.0253,3,16:00,23:00,114.68,Barranco
1316,Universidad San Marcos Express,-12.3804,-76.8033,3,15:00,19:00,134.8,Santiago de Surco
1317,Universidad Privada del Norte 5,-12.0866,-77.0143,3,06:00,14:00,232.76,San Luis
1318,Plaza de la Revolución 2,-12.0697,-77.1366,1,06:00,14:00,496.44,Bellavista
1319,Centro Comercial Larcomar Express,-12.0792,-77.168,3,10:00,18:00,223.15,La Punta
1320,Farmacia Mifarma Express,-12.3708,-77.1407,4,20:00,23:00,97.22,Lurigancho
1321,Universidad San Marcos Express,-12.0785,-77.0709,2,11:00,23:00,182.35,Magdalena
1322,Plaza Bolognesi 1,-12.3036,-77.1678,2,16:00,19:00,302.72,Pachacámac
1323,Universidad Privada del Norte Sur,-12.0433,-77.0446,4,08:00,12:00,59.81,Breña
1324,Parque de las Leyendas Plus,-12.1401,-77.0295,5,14:00,22:00,76.76,Barranco
1325,Universidad UPC Premium,-11.9035,-77.2024,1,14:00,20:00,293.54,Ventanilla
1326,Centro Comercial MegaPlaza Premium,-11.9045,-77.1959,5,11:00,14:00,106.99,Ventanilla
1327,Universidad del Pacífico - Santa Rosa,-12.0564,-76.9482,2,20:00,23:00,397.06,Ate
1328,Parque de la Media Luna Secundario,-12.0628,-77.0828,2,09:00,11:00,240.89,San Miguel
1329,Clínica Delgado 1,-12.2094,-77.1381,2,16:00,19:00,281.78,Santa Rosa
1330,Farmacia Arcángel Express,-12.3728,-77.0507,2,09:00,15:00,195.28,Lurín
1331,Parque El Olivar Premium,-12.0823,-77.0514,3,07:00,10:00,280.19,Lince
1332,Hotel Sheraton - Ate,-12.2404,-77.0559,3,11:00,23:00,190.5,Lurigancho
1333,Supermercado El Súper Express,-12.0685,-77.0541,4,17:00,23:00,179.26,Pueblo Libre
1334,Supermercado El Rey Norte,-12.0409,-77.0299,4,14:00,17:00,184.57,El Agustino
1335,Parque de la Exposición - Comas,-12.0797,-77.0521,2,15:00,19:00,367.67,Pueblo Libre
1336,Supermercado El Triunfo Premium,-11.909,-77.058,2,14:00,16:00,298.71,Carabayllo
1337,Vivanda Premium,-11.98,-77.0617,3,14:00,16:00,215.48,Los Olivos
1338,Restaurante El Rincón del Ceviche Express,-11.8483,-77.1084,2,18:00,23:00,179.49,Puente Piedra
1339,Clínica Delgado - San Miguel,-11.9052,-77.0534,2,12:00,15:00,203.72,Carabayllo
1340,Mercado de Magdalena Sur,-12.0723,-77.0616,1,19:00,23:00,354.94,Pueblo Libre
1341,Universidad Privada del Norte - Carmen de la Legua,-11.9047,-77.1946,4,11:00,14:00,172.12,Ventanilla
1342,Clínica Delgado Premium,-12.0603,-77.1626,3,09:00,21:00,196.77,La Punta
1343,Hotel Country Club Premium,-12.0384,-77.0247,2,14:00,23:00,218.1,Rímac
1344,Universidad del Pacífico Principal,-12.4977,-76.9448,2,18:00,23:00,355.6,Lurín
1345,Hotel Westin Plus,-12.0454,-76.9416,3,10:00,13:00,202.76,Ate
1346,Restaurante Maido Express,-12.0781,-76.994,2,13:00,19:00,337.49,San Borja
1347,Universidad Científica del Sur Este,-12.0553,-77.0292,4,11:00,19:00,56.33,El Agustino
1348,Wong - Breña,-11.9816,-77.0748,3,16:00,19:00,146.44,Los Olivos
1349,Clínica San Felipe Plus,-11.9934,-77.0593,2,20:00,23:00,362.09,San Martín de Porres
1350,Centro Financiero Principal,-12.0725,-76.9479,3,17:00,23:00,151.64,La Molina
1351,Restaurante El Mercado 1,-11.8839,-77.1709,1,20:00,23:00,477.99,San Juan de Lurigancho
1352,Hotel Marriott Plus,-12.1503,-77.1403,5,09:00,13:00,73.44,Chosica
1353,Plaza Bolognesi Express,-11.9421,-77.0574,3,10:00,22:00,227.59,Comas
1354,Hotel Westin Oeste,-12.1152,-77.0259,2,11:00,17:00,295.13,Miraflores
1355,Hotel Hilton - Rímac,-12.3997,-76.9528,2,13:00,23:00,349.67,Chorrillos
1356,Clínica San Felipe Norte,-12.148,-77.0207,3,08:00,10:00,278.31,Barranco
1357,Supermercado Metro Express,-12.0661,-77.1335,1,13:00,16:00,420.0,Bellavista
1358,Parque Kennedy - Rímac,-12.1679,-76.9994,1,12:00,20:00,373.4,Surco
1359,Mercado Central Plus,-12.0072,-77.048,5,19:00,22:00,83.93,San Martín de Porres
1360,Universidad Privada del Norte Premium,-11.8701,-76.8067,2,18:00,20:00,354.16,Lurín
1361,Restaurante Maido Express,-12.3599,-77.085,2,12:00,15:00,192.07,Mi Perú
1362,Mercado de Surquillo Premium,-12.0643,-77.0443,3,20:00,23:00,130.45,Jesús María
1363,Vivanda - Puente Piedra,-12.0789,-76.9527,3,13:00,21:00,182.46,La Molina
1364,Centro Comercial Open Plaza Secundario,-12.0431,-76.9543,4,12:00,23:00,95.15,Ate
1365,Supermercado El Triunfo Express,-11.8963,-77.2003,4,19:00,23:00,188.12,Ventanilla
1366,Farmacia Universal Express,-12.0026,-77.0523,1,19:00,23:00,482.65,Chosica
1367,Restaurante Osaka Express,-12.3708,-76.8694,2,12:00,15:00,333.57,Lurigancho
1368,Universidad de Lima Terciario,-12.0943,-77.0444,3,08:00,16:00,198.1,San Isidro
1369,Universidad Ricardo Palma Plus,-12.1534,-77.1787,1,17:00,23:00,459.32,Chaclacayo
1370,Tottus Plus,-12.0979,-77.0491,4,10:00,14:00,84.84,San Isidro
1371,Mercado Central Premium,-11.9937,-77.0267,2,07:00,19:00,184.57,Independencia
1372,Hotel Marriott Premium,-11.9731,-77.0616,1,11:00,23:00,447.08,Los Olivos
1373,Parque Kennedy Premium,-12.0564,-77.1241,3,10:00,12:00,127.25,Bellavista
1374,Restaurante Amaz Premium,-12.2267,-76.9087,3,11:00,23:00,136.64,Santiago de Surco
1375,Clínica Anglo Americana 3,-12.1573,-77.0192,2,18:00,22:00,217.89,Lurín
1376,Universidad UPC Secundario,-11.9192,-77.0604,2,20:00,22:00,272.64,Villa María del Triunfo
1377,Restaurante El Chinito Principal,-12.0062,-76.8306,1,10:00,12:00,314.3,Chosica
1378,Universidad San Martín Express,-12.0987,-76.8587,1,10:00,18:00,409.14,Lurigancho
1379,Hotel Hilton Plus,-11.8462,-77.0901,1,08:00,20:00,212.41,Puente Piedra
1380,Farmacia Cruz Verde Terciario,-11.9888,-76.9212,1,10:00,13:00,234.8,Chosica
1381,Hotel Belmond 3,-12.3507,-77.0444,1,14:00,22:00,347.49,Pachacámac
1382,Farmacia El Rey Secundario,-11.8549,-77.0968,3,13:00,16:00,208.74,Puente Piedra
1383,Plaza San Martín Terciario,-12.0931,-77.0413,4,11:00,19:00,75.92,San Isidro
1384,Restaurante La Mar Premium,-11.7408,-77.1418,1,11:00,17:00,422.03,Ancón
1385,Clínica Internacional Plus,-12.0004,-77.0431,2,08:00,20:00,262.85,San Martín de Porres
1386,Parque de la Exposición Premium,-12.3976,-77.0295,3,15:00,23:00,250.42,Villa El Salvador
1387,Restaurante El Mercado 5,-12.2372,-77.1461,1,19:00,23:00,211.43,San Juan de Lurigancho
1388,Parque de las Leyendas Premium,-12.1386,-76.8751,3,08:00,14:00,128.15,Chaclacayo
1389,Restaurante El Chinito 2,-12.0502,-77.055,2,18:00,22:00,173.93,Jesús María
1390,Restaurante El Rincón del Ceviche Express,-12.0273,-77.1974,2,09:00,11:00,386.82,Chorrillos
1391,Universidad Privada del Norte Plus,-12.0793,-77.0424,1,06:00,08:00,415.4,Lince
1392,Mercado de Barranco Express,-12.3249,-77.041,3,08:00,10:00,157.16,Mi Perú
1393,Plaza Francia - La Punta,-12.0673,-77.0498,2,16:00,22:00,328.39,Jesús María
1394,Restaurante Central Premium,-12.1209,-77.0356,4,14:00,16:00,68.71,Miraflores
1395,Wong 3,-12.0387,-77.119,5,19:00,21:00,120.1,Carmen de la Legua
1396,Estadio Nacional Sur,-12.1321,-77.0242,2,07:00,11:00,180.97,Barranco
1397,Parque de la Familia Premium,-12.0057,-77.0419,4,17:00,19:00,149.33,San Martín de Porres
1398,Farmacia El Rey Express,-12.0805,-76.9917,3,15:00,17:00,238.73,San Borja
1399,Centro Comercial Jockey Plaza 3,-12.0744,-77.1697,2,10:00,12:00,307.56,La Punta
1400,Hotel JW Marriott Premium,-12.0726,-77.0651,2,13:00,16:00,179.02,Pueblo Libre
1401,Hotel Marriott Express,-11.7567,-77.1519,2,20:00,22:00,375.08,Ancón
1402,Supermercado El Súper Plus,-12.4113,-76.9554,4,08:00,10:00,112.41,Lurín
1403,Plaza San Martín Express,-12.0358,-77.0264,2,12:00,16:00,190.08,Rímac
1404,Universidad de Lima Oeste,-12.4831,-77.0044,3,06:00,08:00,270.37,Chosica
1405,Hotel Westin - Chorrillos,-12.045,-77.1179,2,17:00,23:00,386.73,Carmen de la Legua
1406,Farmacia Boticas 5,-12.064,-77.05,2,11:00,13:00,349.59,Jesús María
1407,Mercado de Surquillo Norte,-12.1396,-76.9213,1,19:00,23:00,433.86,Mi Perú
1408,Farmacia Universal - Ate,-11.935,-77.0671,5,07:00,13:00,75.22,Pachacámac
1409,Farmacia Boticas Terciario,-12.1039,-77.1891,2,17:00,23:00,377.23,San Juan de Miraflores
1410,Farmacia El Rey 5,-11.9963,-77.047,4,09:00,12:00,50.24,San Martín de Porres
1411,Centro Comercial MegaPlaza Premium,-12.005,-77.0539,3,07:00,10:00,102.7,Chosica
1412,Centro Financiero Secundario,-11.8927,-77.2047,2,20:00,23:00,214.05,Ventanilla
1413,Clínica Internacional Plus,-12.1556,-77.0036,3,08:00,12:00,210.25,Surco
1414,Universidad San Marcos Plus,-11.9929,-77.0542,2,16:00,22:00,232.43,San Martín de Porres
1415,Restaurante La Mar Express,-11.8914,-77.058,4,16:00,22:00,130.93,Carabayllo
1416,Santa Isabel Premium,-11.7479,-77.1448,3,07:00,11:00,210.26,Ancón
1417,Centro Comercial Plaza Bellavista Express,-12.1403,-77.0289,5,16:00,22:00,73.17,Barranco
1418,Farmacia Boticas - Lurín,-12.088,-76.9583,1,13:00,21:00,285.11,La Molina
1419,Hotel Hilton Express,-12.086,-77.0161,3,20:00,23:00,174.06,San Luis
1420,Estadio Nacional Express,-12.4942,-77.0751,4,15:00,23:00,106.82,Chosica
1421,Hotel Belmond Secundario,-12.0762,-77.002,2,16:00,20:00,398.15,San Borja
1422,Centro Comercial MegaPlaza Secundario,-12.053,-77.055,2,12:00,20:00,296.83,Breña
1423,Mercado de Magdalena Secundario,-12.0401,-77.0481,3,20:00,23:00,271.24,Breña
1424,Farmacia Boticas Premium,-12.0723,-77.1725,2,06:00,14:00,246.98,La Punta
1425,Restaurante El Mercado Express,-11.8487,-77.0907,3,10:00,18:00,268.54,Puente Piedra
1426,Centro Comercial Open Plaza Plus,-11.8969,-77.057,3,16:00,18:00,264.53,Carabayllo
1427,Hospital Alberto Sabogal Este,-12.0833,-76.958,2,15:00,18:00,308.88,La Molina
1428,Centro Financiero - Ventanilla,-11.982,-77.0726,2,12:00,20:00,381.03,Los Olivos
